id	surname	firstname	name	alternativename	province	politicalparty	fullname	fathername	picture	website	email and homepage 1	parliament_start_date	email and homepage 2	email and homepage 3	email and homepage 4	contact_info
185	Μητσοτακης	 Κυριακος	Κυριάκος Μητσοτάκης		Β' ΑΘΗΝΩΝ	nd	Μητσοτάκης Κωνσταντίνου Κυριάκος	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/mitsotakis1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=d0750741-dbb8-4bec-9466-526fe9c11773	kyriakos@parliament.gr;	17/6/2014	http://www.kmitsotakis.gr			Αθήνα, Ευφρονίου 8, Τ.Κ. 106 34, τηλ: 210 7256700, FAX: 210 7256704
186	Μιχαλακης	 Νικολαος	Νικόλαος Μιχαλάκης		ΚΑΡΔΙΤΣΗΣ	syriza	Μιχαλάκης Ηλία Νικόλαος	Ηλία	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/michalakisnikos.JPG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=cecc19d0-8f14-4322-b558-17d79ba98d28	nikmicha@yahoo.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 3706381, FAX: 210 3706581
187	Μιχαλολιακος	 Νικολαος	Νικόλαος Μιχαλολιάκος		Α' ΑΘΗΝΩΝ	xa	Μιχαλολιάκος Γεωργίου Νικόλαος	Γεωργίου			n.mihaloliakos@parliament.gr	17/6/2014				Αθήνα, Δηλιγιάννη 50, Τ.Κ. 10439, τηλ: 210 3707963, FAX: 210 3707958
188	Μιχελακης	 Ιωαννης	Γιάννης Μιχελάκης		ΕΠΙΚΡΑΤΕΙΑΣ	nd	Μιχελάκης Σπυρίδωνος Ιωάννης	Σπυρίδωνος	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/mixelakis.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=2fd4ef9a-607c-45dc-a0b9-e4965c62e45c	johnmichelakis@parliament.gr	17/6/2014				Αθήνα, Αμερικής 10, Τ.Κ. 10671, τηλ: 210 3388700 -1-2-3, FAX: 210 3388704
189	Μιχελογιαννακης	 Ιωαννης	Ιωάννης Μιχελογιαννάκης		ΗΡΑΚΛΕΙΟΥ	dimar	Μιχελογιαννάκης Δημητρίου Ιωάννης	Δημητρίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/imichelogiannakisioan.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=b33ab980-c68e-47b2-8756-1ec49b2858c1	imichelogiannakis@gmail.com	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 3706303, FAX: 210 3706503
190	Μιχος	 Νικολαος	Νικόλαος Μίχος 		ΕΥΒΟΙΑΣ	xa	Μίχος Αντωνίου Νικόλαος	Αντωνίου			n.mixos@parliament.gr	17/6/2014				Αθήνα, Δηλιγιάννη 50, Τ.Κ. 10439, τηλ: 210 3707963, FAX: 210 3707958
191	Μουτσινας	 Παρισης	Παρίσης Μουτσινάς 	Πάρις Μουτσινας	ΜΑΓΝΗΣΙΑΣ	dimar	Μουτσινάς Ιωάννη Παρίσης (Πάρις)	Ιωάννη			p.moutsinas@parliament.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 3706395, FAX: 210 3706595 Βόλος, Αντωνοπούλου 139, Τ.Κ. 38221, Τηλ: 24210 35735, FAX: 24210 20530
192	Μπακογιαννη	 Θεοδωρα	Θεοδώρα Μπακογιάννη 	Ντόρα Μπακογιαννη	ΕΠΙΚΡΑΤΕΙΑΣ	nd	Μπακογιάννη Κωνσταντίνου Θεοδώρα (Ντόρα)	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/MPAKOGIANNH.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=6e037ced-1cd5-495c-838d-ee65ff9e0d7f	gram@dorabak.gr;	17/6/2014	achatzivasileiou@dorabak.gr;	http://www.dorabak.gr		Αθήνα, Δ. Αρεοπαγίτου 3, Τ.Κ. 11742, τηλ: 210 9249486-90, FAX: 210 9233201
193	Μπαρκας	 Κωστας	Κώστας Μπάρκας		ΠΡΕΒΕΖΗΣ	syriza	Μπάρκας Θεοφάνη Κωνσταντίνος	Θεοφάνη		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=53891a25-e8f2-454b-ab9e-6acf4c64fdbc	barkascon@yahoo.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 3706459, FAX: 210 3706059
194	Μπαρμπαρουσης	 Κωνσταντινος	Κωνσταντίνος Μπαρμπαρούσης 		ΑΙΤΩΛΙΑΣ ΚΑΙ AΚΑΡΝΑΝΙΑΣ	xa	Μπαρμπαρούσης Ηλία Κωνσταντίνος	Ηλία			k.mparmparousis@parliament.gr	17/6/2014				Αθήνα, Δηλιγιάννη 50, Τ.Κ. 10439, τηλ: 210 3707963, FAX: 210 3707958
195	Μπασιακος	 Ευαγγελος	Ευάγγελος Μπασιάκος		ΒΟΙΩΤΙΑΣ	nd	Μπασιάκος Αθανασίου Ευάγγελος	Αθανασίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/mpasiakos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=a480dfa8-ab17-40b3-8ee9-a610cdac2156		17/6/2014	http://www.ebassiakos.gr			Αθήνα, Ομήρου 39, Τ.Κ. 106 72, τηλ: 210 3612215, FAX: 210 3612784; Θήβα, Πινδάρου 84, Τ.Κ. 32200, τηλ: 22620 27813/29451, FAX: 22620 22813; Λειβαδιά, Γεωργαντά 16, Τ.Κ. 32100, τηλ: 22610 25250
196	Μπατσαρα	 Γεωργία	Γεωργία Μπατσαρά 		ΗΜΑΘΙΑΣ	nd	Μπατσαρά Νικολάου Γεωργία	Νικολάου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/batsara_1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=5d24fbdc-f1f8-45ec-a91a-71e83c51e2e9	gbatsara@yahoo.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557; τηλ: 210 3709631-2, FAX: 210 3709630; Βέροια, Καπετάν Άγρα 1, Τ.Κ. 59100; τηλ: 23310 75157, 75334, FAX: 23310 75159
197	Μπεζας	 Αντωνιος	Αντώνιος Μπέζας		ΘΕΣΠΡΩΤΙΑΣ	nd	Μπέζας Εμμανουήλ Αντώνιος	Εμμανουήλ	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/mpezas.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=1b0ab3fa-27c5-4c1b-834a-a4ce52d3c838	bezasant@otenet.gr;	17/6/2014	http://www.antonisbezas.gr			Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557; τηλ: 210 3709331-2, FAX: 210 3709330; Ηγουμενίτσα, Γρ. Λαμπράκη 3, Τ.Κ. 46100; τηλ: 26650 26353, FAX: 26650 22491
198	Μπολαρη	 Μαρια	Μαρία Μπόλαρη		Α' ΑΘΗΝΩΝ	syriza	Μπόλαρη Βασιλείου Μαρία	Βασιλείου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=072a65d4-959f-49ac-941b-6847117b6e0e	mariabolari@parliament.gr	17/6/2014				Βουλή των Ελλήνων, Τ.Κ. 10021, τηλ: 210 3708389, FAX: 210 3707790.
199	Μπολαρης	 Μαρκος	Μάρκος Μπόλαρης		ΣΕΡΡΩΝ	pasok	Μπόλαρης Ηλία Μάρκος	Ηλία			bolaris@otenet.gr	17/6/2014	http://www.bolaris.gr			Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557 τηλ: 210 3709625, 6 FAX: 210 3709629 Σέρρες, Μεραρχίας 40, Τ.Κ. 62125 τηλ: 23210 98440, FAX: 23210 98449
200	Μπουκουρας	 Ευσταθιος	Ευστάθιος Μπούκουρας 		ΚΟΡΙΝΘΙΑΣ	xa	Μπούκουρας Νικολάου Ευστάθιος	Νικολάου			e.mpoukouras@parliament.gr	17/6/2014				Αθήνα, Δηλιγιάννη 50, Τ.Κ. 10439 τηλ: 210 3707963, FAX: 210 3707958
201	Μπουρας	 Αθανασιος	Αθανάσιος Μπούρας		ΑΤΤΙΚΗΣ	nd	Μπούρας Κωνσταντίνου Αθανάσιος	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/bouras.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=96a24613-fb1d-4e23-8a85-666288512171	bouras@parliament.gr;	17/6/2014	http://www.bouras.gr/			Αθήνα, Θεμιστοκλέους 3, Τ.Κ. 10677; τηλ: 210 3303066, FAX: 210 3301970
202	Μπριάνης	Μπριάνης	Δημήτριος 		ΦΘΙΩΤΙΔΑΣ	nd	Μπριάνης Κωνσταντίνου Δημήτριος	Κωνσταντίνου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=d7dbb073-65ce-421d-bbfd-6cf50dd5ea64		17/6/2014				
203	Μωραϊτάκης	Αλέξανδρος 	Αλέξανδρος Μωραϊτάκης		Α' ΑΘΗΝΩΝ	nd						17/6/2014				
205	Μωραιτης	 Νικολαος	Νικόλαος Μωραΐτης		ΑΙΤΩΛΙΑΣ ΚΑΙ AΚΑΡΝΑΝΙΑΣ	kke	Μωραΐτης Επαμεινώνδα Νικόλαος	Επαμεινώνδα			kke@parliament.gr	17/6/2014				Αθήνα, Λεωφ. Ηρακλείου 145, Τ.Κ. 14231 τηλ: 210 2592111, FAX: 210 2592097, 3707410, 3707420, 3708168 Θύρρειο, Δήμος Ακτίου - Βόνιτσα, Τ.Κ. 30002 τηλ: 26430 71457, FAX: 26430 71457 Αγρίνιο, Σταΐκου 2 τηλ: 26410 27469, FAX: 26410 26654
204	Μωραιτης	 Αθανασιος	Αθανάσιος Μωραΐτης 	Θάνος Μωραιτης	ΑΙΤΩΛΙΑΣ ΚΑΙ AΚΑΡΝΑΝΙΑΣ	pasok	Μωραΐτης Χρήστου Αθανάσιος (Θάνος)	Χρήστου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/moraitisthan.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=d4c29509-2750-4fa9-9f04-61dd7bc25ff0	thanos@moraitisthanos.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562 τηλ: 210 3306500, FAX: 210 3306522
206	Νεράντζης	 Αναστασιος	Αναστάσιος Νεράντζης		Β' ΠΕΙΡΑΙΩΣ	nd	Νεράντζης Δημητρίου Αναστάσιος	Δημητρίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/Nerantzis.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=0740e41b-b1b7-4962-a755-ba0d9e107d14	tassos@nerantzis.gr;	17/6/2014	http://www.nerantzis.gr			Νίκαια, Σολωμού 2Γ, Τ.Κ. 18450,; τηλ: 210 4901777, 4902622, FAX: 210 4903526.
207	Νικολοπουλος	 Νικος	Νίκος Νικολόπουλος		ΑΧΑΪΑΣ	nd						17/6/2014				
208	Νταβλουρος	 Αθανασιος	Αθανάσιος Νταβλούρος		ΑΧΑΪΑΣ	nd	Νταβλούρος Περικλή Αθανάσιος	Περικλή		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=5a043692-afb0-49b7-a29c-5d06ead35d2f	thanasis.davlouros@gmail.com	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709532, FAX: 210 3709530; Πάτρα, Ρ. Φεραίου 94, Τ.Κ. 26221, τηλ: 2610 624444, 225333, FAX: 2610 624445; Αίγιο, Πολυχρονιάδου 6, Τ.Κ. 25100, τηλ. & FAX: 26910 20000
209	Νταβρης	 Γεωργιος	Γεώργιος Νταβρής		ΑΧΑΪΑΣ	anel	Νταβρής Χαραλάμπους Γεώργιος	Χαραλάμπους			artdavris@yahoo.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 3706353, 6936904905 FAX: 210 3706553
210	Ντινοπουλος	 Αργυρης	Αργύρης Ντινόπουλος		Β' ΑΘΗΝΩΝ	nd	Ντινόπουλος Βασιλείου Αργύρης	Βασιλείου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/dinopoulos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=07ff999f-71ff-435a-a096-04061ddbce6d	argyris@dinopoulos.gr;	17/6/2014	http://www.dinopoulos.gr			Αθήνα, Βουλής 21, Τ.Κ. 10563, τηλ: 210 3226750, FAX: 210 3244969
211	Ντολιος	 Γιωργος	Γιώργος Ντόλιος		ΕΒΡΟΥ	pasok	Ντόλιος Πασχάλη Γεώργιος	Πασχάλη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/ntoliosGeorgios.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=a9440599-2474-46fb-870a-3719a04eb5e5	gntolios@parliament.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3233531, 3709202, FAX: 210 3709200 Αλεξανδρούπολη, Βενιζέλου 38, Τ.Κ. 68100, τηλ: 25510 84500, FAX: 25510 84501. http://www.facebook.com/georgios.ntolios
212	Ξανθος	 Ανδρεας	Ανδρέας Ξανθός		ΡΕΘΥΜΝΗΣ	syriza	Ξανθός Γεωργίου Ανδρέας	Γεωργίου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=2f2bd347-51ea-42ff-a3d9-7e23eb1ea9d6	axanthos@parliament.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709236, FAX: 210 3709239.
213	Ξηροτυρη-Αικατεριναρη	 Ασημινα	Ασημίνα Ξηροτύρη-Αικατερινάρη		Α' ΘΕΣΣΑΛΟΝΙΚΗΣ	dimar	Ξηροτύρη - Αικατερινάρη Γεωργίου Ασημίνα	Γεωργίου 			xirotiri_vouli@yahoo.gr	17/6/2014	a.xirotiri@parliament.gr	http://www.xirotiri.gr		Αθήνα: Μητροπόλεως 1, Τ.Κ. 10557, τηλ.: 210-3709655-6, FAX: 210-3709659. Θεσσαλονίκη, Αριστοτέλους 26, Τ.Κ. 54623, τηλ.: 2310-273321, 228449 FAX:  310- 228447. Θεσσαλονίκη, Αλεξάνδρου Μιχαηλίδη 3, Τ.Κ. 54640, τηλ.-FAX: 2310 829001.
214	Ξουλιδου	 Σταυρουλα	Σταυρούλα Ξουλίδου		Β' ΘΕΣΣΑΛΟΝΙΚΗΣ	anel						17/6/2014				
215	Οικονομου	 Βασιλειος	Βασίλειος Οικονόμου		ΑΤΤΙΚΗΣ	dimar	Οικονόμου Αθανασίου Βασίλειος	Αθανασίου			b.oikonomou@parliament.gr	17/6/2014	info@voikonomou.gr	http://www.voikonomou.gr		Αθήνα, Χαρ. Τρικούπη 41, Τ.Κ. 10681,τηλ: 210 8542901, 8542254, FAX: 210  8542813
216	Ορφανος	 Γεωργιος	Γεώργιος Ορφανός		Α' ΘΕΣΣΑΛΟΝΙΚΗΣ	nd	Ορφανός Δημητρίου Γεώργιος	Δημητρίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/orfanosGeorgios.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=4fd33b08-d0c0-47a3-b773-f09cc07d8507	info@orfanos.gr;	17/6/2014	http://www.orfanos.gr			Θεσσαλονίκη, Μητροπόλεως 90,; Τ.Κ. 54622, τηλ: 2310 237055, 263600,; FAX: 2310 263999
217	Ουζουνιδης	 Μαρινος	Μαρίνος Ουζουνίδης		ΕΒΡΟΥ	anel						17/6/2014				
218	Ουζουνιδου	 Ευγενια	Ευγενία Ουζουνίδου 		ΚΟΖΑΝΗΣ	syriza	Ουζουνίδου Χρήστου Ευγενία	Χρήστου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=9532c700-56a8-4c43-885d-c30c6c3636b1	syrizakozanis@gmail.com	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562, τηλ: 210 3706371, FAX: 210 3706571
219	Παναγιωταρος	 Ηλιας	Ηλίας Παναγιώταρος		Β' ΑΘΗΝΩΝ	xa	Παναγιώταρος Κωνσταντίνου Ηλίας	Κωνσταντίνου			il.panagiotaros@parliament.gr	17/6/2014				Αθήνα, Δηλιγιάννη 50, Τ.Κ. 10439, τηλ: 210 3707963, FAX: 210 3707958
220	Παναγιωτοπουλος	 Νικολαος	Νικόλαος Παναγιωτόπουλος		ΚΑΒΑΛΑΣ	nd	Παναγιωτόπουλος Ιωάννη Νικόλαος	Ιωάννη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/panagiotopoulosn.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=5833f694-9941-4496-9789-40ee4e019dcf	info@npanagiotopoulos.gr	17/6/2014				Καβάλα, Αβέρωφ 13, Τ.Κ. 65302, τηλ: 2510 223477, 225186, FAX: 2510 229827
221	Παναγιωτοπουλος	 Παναγιωτης	Παναγιώτης Παναγιωτόπουλος 	Πάνος Παναγιωτοπουλος	Β' ΑΘΗΝΩΝ	nd	Παναγιωτόπουλος Παναγιώτη Παναγιώτης (Πάνος)	Παναγιώτη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/panospanagiotopoulos_1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=dccdd6a1-d144-4d5e-a20b-883d6e64e648	ppanagiotopoulos@parliament.gr	17/6/2014				Αθήνα, Σόλωνος 51, Τ.Κ. 10672, τηλ: 210 3616111, FAX: 210 3608210
222	Παναγουλης	 Σταθης	Στάθης Παναγούλης		Β' ΑΘΗΝΩΝ	syriza	Παναγούλης Βασιλείου Ευστάθιος (Στάθης)	Βασιλείου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=40fc23d9-472b-47cc-b0b1-53076cba2f7a	stathispanagoulis@gmail.com	17/6/2014				Αθήνα, Βουλής 31-33, Τ.Κ. 10021, τηλ: 210 3239690, 3239755, FAX: 210 3707428
223	Πανουσης	 Ιωαννης	Ιωάννης Πανούσης		Α' ΑΘΗΝΩΝ	dimar	Πανούσης Αποστόλου Ιωάννης	Αποστόλου			i.panousis@parliament.gr	17/6/2014	http://www.giannispanousis.gr			Αθήνα, Βουλή των Ελλήνων, Τ.Κ. 10021, τηλ: 210 3707024, FAX: 210 3707318
224	Παντζας	 Γιωργος	Γιώργος Πάντζας		ΑΤΤΙΚΗΣ	syriza	Πάντζας Σπυρίδωνος-Αριστοτέλη Γεώργιος	Σπυρίδωνος-Αριστοτέλη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/pantzas_001.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=90cf0673-98d9-4a00-9827-fa11abf8ae94	gpantzas@parliament.gr	17/6/2014				Αθήνα, Βουλή των Ελλήνων, Τ.Κ. 10021
225	Παπαδημουλης	 Δημητριος	Δημήτριος Παπαδημούλης		Β' ΑΘΗΝΩΝ	syriza						17/6/2014				
226	Παπαδοπουλος	 Μιχαηλ	Μιχαήλ Παπαδόπουλος		ΚΟΖΑΝΗΣ	nd	Παπαδόπουλος Γεωργίου Μιχάλης	Γεωργίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/PAPADOPOULOSMICHALIS.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=00ba6ba0-a7a9-446b-96c9-a59bc34d12a4	micpap1@otenet.gr;	17/6/2014	micpap@parliament.gr;	http://www.mpapadopoulos.gr		Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 3706123, 3706323, FAX: 210 3706523; Πτολεμαίδα, Νοσοκομείου 7, Τ.Κ. 50200, τηλ: 24630 54588, FAX: 24630 24336; Κοζάνη, Ειρήνης 7, Τ.Κ. 50100, τηλ: 24610 42060, FAX: 24610 42010
227	Παπακωστα-Σιδηροπουλου	 Αικατερινη	Αικατερίνη Παπακώστα-Σιδηροπούλου		Β' ΑΘΗΝΩΝ	nd	Παπακώστα - Σιδηροπούλου Αγγέλου Αικατερίνη	Αγγέλου 	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/papakosta.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=10e52c22-5d77-49a4-8118-4907403e3b6b	kat_papakosta@parliament.gr;	17/6/2014	http://www.katerinapapakosta.gr			Αθήνα, Χαλκοκονδύλη 19, Τ.Κ. 10432, τηλ: 210 5203718-20, FAX: 210 5234712.
228	Παπανδρεου	 Γεωργιος	Γεώργιος Παπανδρέου		ΑΧΑΪΑΣ	pasok	Παπανδρέου Ανδρέα Γεώργιος	Ανδρέα	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/papandreou_g.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=629183a8-485e-4ef8-9c70-2be0d6ac0f0e		17/6/2014	http://www.papandreou.gr			Αθήνα, Βουλή των Ελλήνων, τηλ.: 210 3708231-2
229	Παπαρηγα	 Αλεξανδρα	Αλεξάνδρα Παπαρήγα		Β' ΑΘΗΝΩΝ	kke	Παπαρήγα Νικολάου Αλεξάνδρα	Νικολάου			papariga@parliament.gr	17/6/2014	kke@parliament.gr			Αθήνα, Λεωφ. Ηρακλείου 145, Τ.Κ. 14231, τηλ: 210 2592111, FAX: 210 2592097,  3707410, 3707420, 3708168
230	Παππας	 Χρηστος	Χρήστος Παππάς 		ΕΠΙΚΡΑΤΕΙΑΣ	xa	Παππάς Ηλία Χρήστος	Ηλία			chr.pappas@parliament.gr	17/6/2014	http://xristospappas.blogspot.gr/			Αθήνα, Δηλιγιάννη 50, Τ.Κ. 10439, τηλ: 210 3707963, FAX: 210 3707958
231	Παραστατιδης	 Θεοδωρος	Θεόδωρος Παραστατίδης		ΚΙΛΚΙΣ	pasok	Παραστατίδης Σωκράτη Θεόδωρος	Σωκράτη			th.parastatidis@parliament.gr	17/6/2014	t.parastatidis@gmail.com			Αθήνα, Βουλής 4, Τ.Κ. 10562, τηλ: 210 3706481,82, FAX: 210 3706480 Κιλκίς, Αριστοτέλους 22, Τ.Κ. 61100, τηλ: 23410 28925, 26291, FAX: 23410  26381
232	Πασχαλιδης	 Ιωαννης	Ιωάννης Πασχαλίδης		ΚΑΒΑΛΑΣ	nd	Πασχαλίδης Αδάμ Ιωάννης	Αδάμ	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/Pasxalidis.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=13c5b6e0-16f0-4222-bcd1-d577a19afad6	g.pasxalidis@parliament.gr;	17/6/2014	giannispasxalidis@gmail.com;	t2510833310@gmail.com;	http://giannispasxalidis.blogspot.gr	Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 370.6157,6357 FAX: 210 3706557; Καβάλα, 7ης Μεραρχίας 41, Τ.Κ. 65302, τηλ: 2510 833310, 2510 245753, FAX: 25910 833321; Ελευθερούπολη, Δράμας 1, Τ.Κ. 64100, τηλ και FAX: 25920 21050.; http://www.facebook.com/pasxalidis; http://www.youtube.com/pasxalidisjohn; http://twitter.com/pasxalidisjohn; http://giannispasxalidis.blogspot.gr
233	Πατριανακου	 Φεβρωνια	Φεβρωνία Πατριανάκου		ΛΑΚΩΝΙΑΣ	nd	Πατριανάκου Πέτρου Φεβρωνία	Πέτρου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/FEVRONIA_PATRIANAKOU.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=ab93b0b8-bf6b-4373-b41f-0f6cbce04d9e	info@patrianakou.gr;	17/6/2014	http://www.patrianakou.gr			Αθήνα, Ακαδημίας 41, Τ.Κ. 10672, τηλ: 210 3641295-3641298 FAX: 210 3645836; Σπάρτη, Κων. Παλαιολόγου 83, Τ.Κ. 23100, τηλ: 27310 82040-82058, FAX: 27310 82920
234	Παυλοπουλος	 Προκοπιος	Προκόπιος Παυλόπουλος		Α' ΑΘΗΝΩΝ	nd	Παυλόπουλος Βασιλείου Προκόπιος	Βασιλείου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/pavlopoulos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=88073c0e-1c80-4c78-95d6-d1d3c0a2f736	ppavlopoulos@prokopispavlopoulos.gr;	17/6/2014	http://www.prokopispavlopoulos.gr			Αθήνα, Σκουφά 75,106 80, τηλ: 210 3390201-3, FAX: 210 3390507.
235	Παφιλης	 Αθανασιος	Αθανάσιος Παφίλης 		ΕΠΙΚΡΑΤΕΙΑΣ	kke						17/6/2014				
236	Πετρακος	 Αθανασιος	Αθανάσιος Πετράκος		ΜΕΣΣΗΝΙΑΣ	syriza	Πετράκος Κωνσταντίνου Αθανάσιος	Κωνσταντίνου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=98b5b1db-a78c-4ed1-b7c6-075f041db693	thanasispetrakos@gmail.com	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562, τηλ: 210 3706383, FAX: 210 3706583
